# Odd core environment

This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- 'base3' and 'base2' representations of the odd core are given.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

n,oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
249,249,0,15,100020,11111001,0,4,4,7,2,11,2,19,17,1,27,3,34,14,37,13,5,48,36,30
250,125,1,39,11122,1111101,2,0,6,4,8,6,11,10,9,1,14,2,39,31,19,7,3,58,54,52
251,251,0,22,100022,11111011,2,1,6,9,4,13,4,21,19,3,29,5,36,16,39,15,7,50,38,32
252,63,2,39,2100,111111,0,3,0,8,11,12,6,17,5,1,26,22,20,16,10,4,2,63,63,63
253,253,0,39,100101,11111101,1,3,1,0,6,15,6,0,21,5,31,7,38,18,41,17,9,52,40,34
254,127,1,15,11201,1111111,1,2,1,6,10,8,13,12,11,3,16,4,41,33,21,9,5,60,56,54
255,255,0,15,100110,11111111,0,0,3,2,8,0,8,2,23,7,33,9,40,20,43,19,11,54,42,36
256,1,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,257,0,44,100112,100000001,2,2,5,4,10,2,10,4,25,9,35,11,42,22,45,21,13,56,44,38
258,129,1,44,11210,10000001,0,4,3,8,12,10,15,14,13,5,18,6,0,35,23,11,7,62,58,56
259,259,0,44,100121,100000011,1,4,0,6,12,4,12,6,27,11,0,13,1,24,47,23,15,58,46,40
260,65,2,8,2102,1000001,2,0,2,10,0,14,8,19,7,3,28,24,22,18,12,6,4,65,65,65
261,261,0,8,100200,100000101,0,1,2,8,1,6,14,8,0,13,2,15,3,26,49,25,17,60,48,42
262,131,1,8,11212,10000011,2,1,5,10,1,12,17,16,15,7,20,8,2,37,25,13,9,64,60,58
263,263,0,27,100202,100000111,2,3,4,10,3,8,16,10,2,15,4,17,5,28,51,27,19,62,50,44
264,33,3,8,1020,100001,0,3,5,0,7,16,14,10,4,2,33,33,33,33,33,33,33,33,33,33
265,265,0,44,100211,100001001,1,0,6,1,5,10,18,12,4,17,6,19,7,30,0,29,21,64,52,46
266,133,1,8,11221,10000101,1,3,0,1,3,14,0,18,17,9,22,10,4,39,27,15,11,66,62,60
267,267,0,5,100220,100001011,0,2,1,3,7,12,1,14,6,19,8,21,9,32,2,31,23,66,54,48
268,67,2,8,2111,1000011,1,2,4,1,2,16,10,21,9,5,30,26,24,20,14,8,6,0,67,67
269,269,0,8,100222,100001101,2,4,3,5,9,14,3,16,8,21,10,23,11,34,4,33,25,1,56,50
270,135,1,13,12000,10000111,0,0,2,3,5,16,2,20,19,11,24,12,6,41,29,17,13,1,64,62
271,271,0,13,101001,100001111,1,1,5,7,11,16,5,18,10,23,12,25,13,36,6,35,27,3,58,52
272,17,4,3,122,10001,2,2,3,6,4,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17
273,273,0,8,101010,100010001,0,3,0,9,0,1,7,20,12,25,14,27,15,38,8,37,29,5,60,54
274,137,1,32,12002,10001001,2,2,4,5,7,1,4,22,21,13,26,14,8,43,31,19,15,3,66,64
275,275,0,32,101012,100010011,2,0,2,0,2,3,9,22,14,27,16,29,17,40,10,39,31,7,62,56
276,69,2,3,2120,1000101,0,4,6,3,4,1,12,0,11,7,32,28,26,22,16,10,8,2,69,69
277,277,0,3,101021,100010101,1,2,4,2,4,5,11,1,16,29,18,31,19,42,12,41,33,9,64,58
278,139,1,13,12011,10001011,1,4,6,7,9,3,6,1,23,15,28,16,10,45,33,21,17,5,68,66
279,279,0,13,101100,100010111,0,4,6,4,6,7,13,3,18,0,20,33,21,44,14,43,35,11,66,60
280,35,3,3,1022,100011,2,0,0,2,9,1,16,12,6,4,35,35,35,35,35,35,35,35,35,35
281,281,0,13,101102,100011001,2,1,1,6,8,9,15,5,20,2,22,35,23,46,16,45,37,13,68,62
282,141,1,3,12020,10001101,0,1,1,9,11,5,8,3,25,17,30,18,12,0,35,23,19,7,70,68
283,283,0,20,101111,100011011,1,3,3,8,10,11,17,7,22,4,24,37,25,1,18,47,39,15,70,64
284,71,2,37,2122,1000111,2,1,1,5,6,3,14,2,13,9,34,30,28,24,18,12,10,4,0,71
285,285,0,37,101120,100011101,0,0,5,10,12,13,0,9,24,6,26,39,27,3,20,49,41,17,1,66
286,143,1,37,12022,10001111,2,3,3,0,0,7,10,5,27,19,32,20,14,2,37,25,21,9,1,70
287,287,0,13,101122,100011111,2,2,0,1,1,15,2,11,26,8,28,0,29,5,22,51,43,19,3,68
288,9,5,6,100,1001,0,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
289,289,0,8,101201,100100001,1,4,2,3,3,0,4,13,28,10,30,2,31,7,24,53,45,21,5,70
290,145,1,42,12101,10010001,1,0,5,2,2,9,12,7,0,21,34,22,16,4,39,27,23,11,3,72
291,291,0,42,101210,100100011,0,1,4,5,5,2,6,15,1,12,32,4,33,9,26,55,47,23,7,72
292,73,2,42,2201,1001001,1,3,3,7,8,5,16,4,15,11,36,32,30,26,20,14,12,6,2,0
293,293,0,42,101212,100100101,2,3,6,7,7,4,8,17,3,14,34,6,35,11,28,57,49,25,9,1
294,147,1,42,12110,10010011,0,2,0,4,4,11,14,9,2,23,36,24,18,6,41,29,25,13,5,1
295,295,0,18,101221,100100111,1,0,1,9,9,6,10,19,5,16,36,8,37,13,30,0,51,27,11,3
296,37,3,6,1101,100101,1,2,2,4,11,3,18,14,8,6,0,37,37,37,37,37,37,37,37,37
297,297,0,25,102000,100101001,0,2,3,0,11,8,12,21,7,18,1,10,39,15,32,2,53,29,13,5
298,149,1,6,12112,10010101,2,4,2,6,6,13,16,11,4,25,1,26,20,8,43,31,27,15,7,3
299,299,0,42,102002,100101011,2,4,5,2,0,10,14,0,9,20,3,12,41,17,34,4,55,31,15,7
300,75,2,3,2210,1001011,0,0,5,9,10,7,18,6,17,13,1,34,32,28,22,16,14,8,4,2
301,301,0,3,102011,100101101,1,1,0,4,2,12,16,2,11,22,5,14,0,19,36,6,57,33,17,9
302,151,1,3,12121,10010111,1,1,4,8,8,15,18,13,6,27,3,28,22,10,45,33,29,17,9,5
303,303,0,13,102020,100101111,0,3,2,6,4,14,18,4,13,24,7,16,2,21,38,8,59,35,19,11
304,19,4,6,201,10011,1,4,5,8,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19
305,305,0,11,102022,100110001,2,0,4,8,6,16,1,6,15,26,9,18,4,23,40,10,0,37,21,13
306,153,1,11,12200,10011001,0,3,6,10,10,0,1,15,8,29,5,30,24,12,47,35,31,19,11,7
307,307,0,11,102101,100110011,1,2,6,10,8,1,3,8,17,28,11,20,6,25,42,12,2,39,23,15
308,77,2,6,2212,1001101,2,2,0,0,12,9,1,8,19,15,3,36,34,30,24,18,16,10,6,4
309,309,0,6,102110,100110101,0,4,1,1,10,3,5,10,19,30,13,22,8,27,44,14,4,41,25,17
310,155,1,30,12202,10011011,2,0,1,1,12,2,3,17,10,0,7,32,26,14,49,37,33,21,13,9
311,311,0,30,102112,100110111,2,1,3,3,12,5,7,12,21,1,15,24,10,29,46,16,6,43,27,19
312,39,3,11,1110,100111,0,4,4,6,0,5,1,16,10,8,2,39,39,39,39,39,39,39,39,39
313,313,0,47,102121,100111001,1,3,5,5,1,7,9,14,23,3,17,26,12,31,48,18,8,45,29,21
314,157,1,11,12211,10011101,1,2,3,3,1,4,5,19,12,2,9,34,28,16,51,39,35,23,15,11
315,315,0,11,102200,100111011,0,0,0,7,3,9,11,16,25,5,19,28,14,33,50,20,10,47,31,23
316,79,2,11,2221,1001111,1,4,2,2,1,11,3,10,21,17,5,38,36,32,26,20,18,12,8,6
317,317,0,11,102202,100111101,2,2,2,9,5,11,13,18,27,7,21,30,16,35,52,22,12,49,33,25
318,159,1,18,12220,10011111,0,4,5,5,3,6,7,21,14,4,11,36,30,18,0,41,37,25,17,13
319,319,0,18,102211,100111111,1,4,4,0,7,13,15,20,0,9,23,32,18,37,1,24,14,51,35,27
320,5,6,1,12,101,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
321,321,0,6,102220,101000001,0,1,6,2,9,15,17,22,2,11,25,34,20,39,3,26,16,53,37,29
322,161,1,35,12222,10100001,2,1,0,7,5,8,9,0,16,6,13,38,32,20,2,43,39,27,19,15
323,323,0,35,102222,101000011,2,3,1,4,11,0,0,1,4,13,27,36,22,41,5,28,18,55,39,31
324,81,2,6,10000,1010001,0,1,4,4,3,13,5,12,23,19,7,40,38,34,28,22,20,14,10,8
325,325,0,6,110001,101000101,1,0,3,6,0,2,2,3,6,15,29,38,24,43,7,30,20,57,41,33
326,163,1,6,20001,10100011,1,3,2,9,7,10,11,2,18,8,15,40,34,22,4,45,41,29,21,17
327,327,0,52,110010,101000111,0,2,5,8,2,4,4,5,8,17,31,40,26,45,9,32,22,59,43,35
328,41,3,40,1112,101001,2,1,6,8,2,7,3,18,12,10,4,0,41,41,41,41,41,41,41,41
329,329,0,16,110012,101001001,2,4,0,10,4,6,6,7,10,19,33,1,28,0,11,34,24,61,45,37
330,165,1,40,20010,10100101,0,0,4,0,9,12,13,4,20,10,17,1,36,24,6,47,43,31,23,19
331,331,0,6,110021,101001011,1,1,2,1,6,8,8,9,12,21,35,3,30,2,13,36,26,63,47,39
332,83,2,40,10002,1010011,2,3,6,6,5,15,7,14,25,21,9,1,40,36,30,24,22,16,12,10
333,333,0,40,110100,101001101,0,3,4,3,8,10,10,11,14,23,0,5,32,4,15,38,28,65,49,41
334,167,1,23,20012,10100111,2,2,6,2,11,14,15,6,22,12,19,3,38,26,8,49,45,33,25,21
335,335,0,23,110102,101001111,2,0,6,5,10,12,12,13,16,25,2,7,34,6,17,40,30,0,51,43
336,21,4,1,210,10101,0,1,0,10,8,4,2,21,21,21,21,21,21,21,21,21,21,21,21,21
337,337,0,40,110111,101010001,1,2,1,7,12,14,14,15,18,27,4,9,36,8,19,42,32,2,53,45
338,169,1,16,20021,10101001,1,4,1,4,0,16,17,8,24,14,21,5,40,28,10,51,47,35,27,23
339,339,0,16,110120,101010011,0,4,3,9,1,16,16,17,20,29,6,11,38,10,21,44,34,4,55,47
340,85,2,1,10011,1010101,1,0,1,8,7,0,9,16,27,23,11,3,42,38,32,26,24,18,14,12
341,341,0,1,110122,101010101,2,1,5,0,3,1,18,19,22,0,8,13,40,12,23,46,36,6,57,49
342,171,1,45,20100,10101011,0,1,3,6,2,1,0,10,26,16,23,7,42,30,12,53,49,37,29,25
343,343,0,45,110201,101010111,1,3,0,2,5,3,1,21,24,2,10,15,42,14,25,48,38,8,59,51
344,43,3,9,1121,101011,1,3,1,10,4,9,5,20,14,12,6,2,0,43,43,43,43,43,43,43
345,345,0,45,110210,101011001,0,0,2,4,7,5,3,0,26,4,12,17,1,16,27,50,40,10,61,53
346,173,1,9,20102,10101101,2,3,5,8,4,3,2,12,28,18,25,9,1,32,14,55,51,39,31,27
347,347,0,45,110212,101011011,2,2,4,6,9,7,5,2,28,6,14,19,3,18,29,52,42,12,63,55
348,87,2,9,10020,1010111,0,2,3,10,9,2,11,18,0,25,13,5,1,40,34,28,26,20,16,14
349,349,0,9,110221,101011101,1,4,6,8,11,9,7,4,1,8,16,21,5,20,31,54,44,14,65,57
350,175,1,28,20111,10101111,1,0,0,10,6,5,4,14,1,20,27,11,3,34,16,57,53,41,33,29
351,351,0,28,111000,101011111,0,1,1,10,0,11,9,6,3,10,18,23,7,22,33,56,46,16,67,59
352,11,5,4,102,1011,2,1,4,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
353,353,0,45,111002,101100001,2,3,3,1,2,13,11,8,5,12,20,25,9,24,35,58,48,18,69,61
354,177,1,9,20120,10110001,0,2,2,1,8,7,6,16,3,22,29,13,5,36,18,0,55,43,35,31
355,355,0,9,111011,101100011,1,0,5,3,4,15,13,10,7,14,22,27,11,26,37,1,50,20,0,63
356,89,2,9,10022,1011001,2,4,5,1,11,4,13,20,2,27,15,7,3,42,36,30,28,22,18,16
357,357,0,9,111020,101100101,0,2,0,5,6,0,15,12,9,16,24,29,13,28,39,3,52,22,2,65
358,179,1,9,20122,10110011,2,4,4,3,10,9,8,18,5,24,31,15,7,38,20,2,57,45,37,33
359,359,0,16,111022,101100111,2,4,2,7,8,2,17,14,11,18,26,31,15,30,41,5,54,24,4,67
360,45,3,4,1200,101101,0,0,3,1,6,11,7,22,16,14,8,4,2,45,45,45,45,45,45,45
361,361,0,14,111101,101101001,1,1,4,9,10,4,0,16,13,20,28,33,17,32,43,7,56,26,6,69
362,181,1,4,20201,10110101,1,1,6,5,12,11,10,20,7,26,33,17,9,40,22,4,59,47,39,35
363,363,0,14,111110,101101011,0,3,6,0,12,6,2,18,15,22,30,35,19,34,45,9,58,28,8,71
364,91,2,33,10101,1011011,1,1,0,3,0,6,15,22,4,29,17,9,5,44,38,32,30,24,20,18
365,365,0,33,111112,101101101,2,0,1,2,1,8,4,20,17,24,32,37,21,36,47,11,60,30,10,0
366,183,1,33,20210,10110111,0,3,1,7,1,13,12,22,9,28,35,19,11,42,24,6,0,49,41,37
367,367,0,14,111121,101101111,1,2,3,4,3,10,6,22,19,26,34,39,23,38,49,13,1,32,12,2
368,23,4,4,212,10111,2,3,2,1,10,6,4,0,23,23,23,23,23,23,23,23,23,23,23,23
369,369,0,4,111200,101110001,0,4,5,6,5,12,8,1,21,28,36,0,25,40,51,15,3,34,14,4
370,185,1,14,20212,10111001,2,0,3,9,3,15,14,1,11,30,0,21,13,44,26,8,2,51,43,39
371,371,0,14,111202,101110011,2,1,0,8,7,14,10,3,23,30,1,2,27,42,0,17,5,36,16,6
372,93,2,4,10110,1011101,0,3,2,5,2,8,17,1,6,0,19,11,7,46,40,34,32,26,22,20
373,373,0,4,111211,101110101,1,3,2,10,9,16,12,5,25,1,3,4,29,44,2,19,7,38,18,8
374,187,1,14,20221,10111011,1,2,5,0,5,0,16,3,13,1,2,23,15,46,28,10,4,53,45,41
375,375,0,14,111220,101110111,0,0,4,1,11,1,14,7,27,3,5,6,31,46,4,21,9,40,20,10
376,47,3,38,1202,101111,2,2,5,3,8,13,9,1,18,16,10,6,4,0,47,47,47,47,47,47
377,377,0,21,111222,101111001,2,2,6,3,0,3,16,9,0,5,7,8,33,1,6,23,11,42,22,12
378,189,1,38,21000,10111101,0,4,0,2,7,2,18,5,15,3,4,25,17,1,30,12,6,55,47,43
379,379,0,19,112001,101111011,1,4,1,5,2,5,18,11,2,7,9,10,35,3,8,25,13,44,24,14
380,95,2,38,10112,1011111,2,0,4,7,4,10,0,3,8,2,21,13,9,1,42,36,34,28,24,22
381,381,0,38,112010,101111101,0,1,3,7,4,7,1,13,4,9,11,12,37,5,10,27,15,46,26,16
382,191,1,14,21002,10111111,2,1,2,4,9,4,1,7,17,5,6,27,19,3,32,14,8,57,49,45
383,383,0,14,112012,101111111,2,3,5,9,6,9,3,15,6,11,13,14,39,7,12,29,17,48,28,18
384,3,7,2,10,11,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
385,385,0,9,112021,110000001,1,0,0,0,8,11,5,17,8,13,15,16,41,9,14,31,19,50,30,20
386,193,1,43,21011,11000001,1,3,4,6,11,6,3,9,19,7,8,29,21,5,34,16,10,59,51,47
387,387,0,43,112100,110000011,0,2,2,2,10,13,7,19,10,15,17,18,0,11,16,33,21,52,32,22
388,97,2,43,10121,1100001,1,2,6,9,6,12,2,5,10,4,23,15,11,3,44,38,36,30,26,24
389,389,0,43,112102,110000101,2,4,4,4,12,15,9,21,12,17,19,20,2,13,18,35,23,54,34,24
390,195,1,43,21020,11000011,0,0,6,8,0,8,5,11,21,9,10,31,23,7,36,18,12,61,53,49
391,391,0,43,112111,110000111,1,1,6,6,1,0,11,0,14,19,21,22,4,15,20,37,25,56,36,26
392,49,3,7,1211,110001,1,4,0,5,10,15,11,3,20,18,12,8,6,2,49,49,49,49,49,49
393,393,0,19,112120,110001001,0,3,1,8,3,2,13,2,16,21,23,24,6,17,22,39,27,58,38,28
394,197,1,7,21022,11000101,2,2,1,10,2,10,7,13,23,11,12,33,25,9,38,20,14,63,55,51
395,395,0,26,112122,110001011,2,0,3,10,5,4,15,4,18,23,25,26,8,19,24,41,29,60,40,30
396,99,2,7,10200,1100011,0,4,1,0,8,14,4,7,12,6,25,17,13,5,46,40,38,32,28,26
397,397,0,7,112201,110001101,1,2,5,1,7,6,17,6,20,25,27,28,10,21,26,43,31,62,42,32
398,199,1,43,21101,11000111,1,4,3,1,4,12,9,15,25,13,14,35,27,11,40,22,16,65,57,53
399,399,0,43,112210,110001111,0,4,0,3,9,8,0,8,22,27,29,30,12,23,28,45,33,64,44,34
400,25,4,7,221,11001,1,0,4,3,12,8,6,2,25,25,25,25,25,25,25,25,25,25,25,25
401,401,0,4,112212,110010001,2,1,2,5,11,10,2,10,24,29,31,32,14,25,30,47,35,66,46,36
402,201,1,4,21110,11001001,0,1,5,3,6,14,11,17,27,15,16,37,29,13,42,24,18,0,59,55
403,403,0,4,112221,110010011,1,3,4,7,0,12,4,12,26,0,33,34,16,27,32,49,37,1,48,38
404,101,2,7,10202,1100101,2,1,3,2,10,16,6,9,14,8,27,19,15,7,48,42,40,34,30,28
405,405,0,7,120000,110010101,0,0,6,9,2,14,6,14,28,2,35,36,18,29,34,51,39,3,50,40
406,203,1,12,21112,11001011,2,3,0,5,8,16,13,19,0,17,18,39,31,15,44,26,20,2,61,57
407,407,0,12,120002,110010111,2,2,1,0,4,16,8,16,1,4,0,38,20,31,36,53,41,5,52,42
408,51,3,7,1220,110011,0,1,2,7,12,0,13,5,22,20,14,10,8,4,51,51,51,51,51,51
409,409,0,12,120011,110011001,1,4,3,2,6,1,10,18,3,6,2,40,22,33,38,55,43,7,54,44
410,205,1,7,21121,11001101,1,0,2,7,10,1,15,21,2,19,20,0,33,17,46,28,22,4,63,59
411,411,0,48,120020,110011011,0,1,5,4,8,3,12,20,5,8,4,1,24,35,40,57,45,9,56,46
412,103,2,31,10211,1100111,1,3,5,4,12,1,8,11,16,10,29,21,17,9,50,44,42,36,32,30
413,413,0,31,120022,110011101,2,3,0,6,10,5,14,22,7,10,6,3,26,37,42,0,47,11,58,48
414,207,1,31,21200,11001111,0,2,4,9,12,3,17,0,4,21,22,2,35,19,48,30,24,6,65,61
415,415,0,48,120101,110011111,1,0,2,8,12,7,16,1,9,12,8,5,28,39,44,2,49,13,60,50
416,13,5,2,111,1101,1,3,6,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
417,417,0,48,120110,110100001,0,2,4,10,1,9,18,3,11,14,10,7,30,41,46,4,51,15,62,52
418,209,1,12,21202,11010001,2,4,6,0,1,5,0,2,6,23,24,4,37,21,50,32,26,8,67,63
419,419,0,12,120112,110100011,2,4,6,1,3,11,1,5,13,16,12,9,32,43,48,6,53,17,64,54
420,105,2,12,10220,1101001,0,0,0,6,1,3,10,13,18,12,31,23,19,11,52,46,44,38,34,32
421,421,0,12,120121,110100101,1,1,1,3,5,13,3,7,15,18,14,11,34,45,50,8,55,19,66,56
422,211,1,12,21211,11010011,1,1,1,2,3,7,2,4,8,25,26,6,39,23,52,34,28,10,69,65
423,423,0,9,120200,110100111,0,3,3,5,7,15,5,9,17,20,16,13,36,0,52,10,57,21,68,58
424,53,3,2,1222,110101,2,3,4,9,1,2,15,7,24,22,16,12,10,6,0,53,53,53,53,53
425,425,0,19,120202,110101001,2,0,5,7,9,0,7,11,19,22,18,15,38,2,1,12,59,23,70,60
426,213,1,2,21220,11010101,0,3,3,4,5,9,4,6,10,27,28,8,41,25,1,36,30,12,0,67
427,427,0,17,120211,110101011,1,2,0,9,11,2,9,13,21,24,20,17,40,4,3,14,0,25,1,62
428,107,2,36,10222,1101011,2,2,2,8,3,5,12,15,20,14,33,25,21,13,1,48,46,40,36,34
429,429,0,36,120220,110101101,0,4,2,0,0,4,11,15,23,26,22,19,42,6,5,16,2,27,3,64
430,215,1,36,21222,11010111,2,0,5,6,7,11,6,8,12,29,30,10,0,27,3,38,32,14,2,69
431,431,0,12,120222,110101111,2,1,4,2,2,6,13,17,25,28,24,21,1,8,7,18,4,29,5,66
432,27,4,41,1000,11011,0,2,6,5,1,10,8,4,27,27,27,27,27,27,27,27,27,27,27,27
433,433,0,7,121001,110110001,1,3,6,4,4,8,15,19,27,30,26,23,3,10,9,20,6,31,7,68
434,217,1,7,22001,11011001,1,2,0,8,9,13,8,10,14,0,32,12,2,29,5,40,34,16,4,71
435,435,0,7,121010,110110011,0,0,1,6,6,10,17,21,0,1,28,25,5,12,11,22,8,33,9,70
436,109,2,41,11001,1101101,1,4,4,10,5,7,14,17,22,16,35,27,23,15,3,50,48,42,38,36
437,437,0,41,121012,110110101,2,2,3,8,8,12,0,0,2,3,30,27,7,14,13,24,10,35,11,72
438,219,1,17,22010,11011011,0,4,2,10,11,15,10,12,16,2,34,14,4,31,7,42,36,18,6,0
439,439,0,17,121021,110110111,1,4,5,10,10,14,2,2,4,5,32,29,9,16,15,26,12,37,13,1
440,55,3,41,2001,110111,1,0,6,0,3,4,17,9,26,24,18,14,12,8,2,55,55,55,55,55
441,441,0,7,121100,110111001,0,1,0,1,12,16,4,4,6,7,34,31,11,18,17,28,14,39,15,3
442,221,1,41,22012,11011101,2,1,4,1,0,0,12,14,18,4,36,16,6,33,9,44,38,20,8,2
443,443,0,17,121102,110111011,2,3,2,3,1,1,6,6,8,9,36,33,13,20,19,30,16,41,17,5
444,111,2,24,11010,1101111,0,1,6,1,7,9,16,19,24,18,0,29,25,17,5,52,50,44,40,38
445,445,0,24,121111,110111101,1,0,4,5,3,3,8,8,10,11,1,35,15,22,21,32,18,43,19,7
446,223,1,24,22021,11011111,1,3,6,3,2,2,14,16,20,6,1,18,8,35,11,46,40,22,10,4
447,447,0,34,121120,110111111,0,2,6,7,5,5,10,10,12,13,3,37,17,24,23,34,20,45,21,9
448,7,6,5,21,111,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
449,449,0,41,121122,111000001,2,4,1,9,7,7,12,12,14,15,5,39,19,26,25,36,22,47,23,11
450,225,1,17,22100,11100001,0,0,1,5,4,4,16,18,22,8,3,20,10,37,13,48,42,24,12,6
451,451,0,17,121201,111000011,1,1,3,0,9,9,14,14,16,17,7,0,21,28,27,38,24,49,25,13
452,113,2,2,11012,1110001,2,3,1,3,9,11,18,21,26,20,2,31,27,19,7,54,52,46,42,40
453,453,0,2,121210,111000101,0,3,5,2,11,11,16,16,18,19,9,2,23,30,29,40,26,51,27,15
454,227,1,2,22102,11100011,2,2,3,7,6,6,18,20,24,10,5,22,12,39,15,50,44,26,14,8
455,455,0,12,121212,111000111,2,0,0,4,0,13,18,18,20,21,11,4,25,32,31,42,28,53,29,17
456,57,3,10,2010,111001,0,2,1,2,5,6,0,11,28,26,20,16,14,10,4,57,57,57,57,57
457,457,0,46,121221,111001001,1,2,2,6,2,15,1,20,22,23,13,6,27,34,33,44,30,55,31,19
458,229,1,10,22111,11100101,1,4,5,9,8,8,1,22,26,12,7,24,14,41,17,52,46,28,16,10
459,459,0,46,122000,111001011,0,4,4,8,4,0,3,22,24,25,15,8,29,36,35,46,32,57,33,21
460,115,2,10,11021,1110011,1,0,3,5,11,13,1,0,28,22,4,33,29,21,9,56,54,48,44,42
461,461,0,10,122002,111001101,2,1,6,10,6,2,5,1,26,27,17,10,31,38,37,48,34,59,35,23
462,231,1,46,22120,11100111,0,1,0,0,10,10,3,1,28,14,9,26,16,43,19,54,48,30,18,12
463,463,0,46,122011,111001111,1,3,1,1,8,4,7,3,28,29,19,12,33,40,39,50,36,61,37,25
464,29,4,5,1002,11101,2,4,1,7,3,12,10,6,0,29,29,29,29,29,29,29,29,29,29,29
465,465,0,10,122020,111010001,0,0,3,3,10,6,9,5,1,0,21,14,35,42,41,52,38,63,39,27
466,233,1,29,22122,11101001,2,3,2,2,12,12,5,3,1,16,11,28,18,45,21,56,50,32,20,14
467,467,0,29,122022,111010011,2,2,5,5,12,8,11,7,3,2,23,16,37,44,43,54,40,65,41,29
468,117,2,5,11100,1110101,0,2,5,7,0,15,3,2,1,24,6,35,31,23,11,58,56,50,46,44
469,469,0,5,122101,111010101,1,4,0,7,1,10,13,9,5,4,25,18,39,46,45,56,42,0,43,31
470,235,1,46,22201,11101011,1,0,4,4,1,14,7,5,3,18,13,30,20,0,23,58,52,34,22,16
471,471,0,46,122110,111010111,0,1,2,9,3,12,15,11,7,6,27,20,41,1,47,58,44,2,45,33
472,59,3,10,2012,111011,2,4,3,4,7,8,2,13,1,28,22,18,16,12,6,0,59,59,59,59
473,473,0,10,122112,111011001,2,3,4,0,5,14,17,13,9,8,29,22,0,3,49,1,46,4,47,35
474,237,1,10,22210,11101101,0,2,6,6,3,16,9,7,5,20,15,32,22,2,25,1,54,36,24,18
475,475,0,7,122121,111011011,1,0,6,2,7,16,0,15,11,10,31,24,2,5,51,3,48,6,49,37
476,119,2,10,11102,1110111,2,4,0,9,2,0,5,4,3,26,8,37,33,25,13,1,58,52,48,46
477,477,0,10,122200,111011101,0,2,1,4,9,1,2,17,13,12,33,26,4,7,0,5,50,8,51,39
478,239,1,17,22212,11101111,2,4,1,8,5,1,11,9,7,22,17,34,24,4,27,3,56,38,26,20
479,479,0,17,122202,111011111,2,4,3,6,11,3,4,19,15,14,35,28,6,9,2,7,52,10,53,41
480,15,5,5,120,1111,0,0,1,4,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
481,481,0,15,122211,111100001,1,1,5,8,0,5,6,21,17,16,0,30,8,11,4,9,54,12,55,43
482,241,1,5,22221,11110001,1,1,3,10,7,3,13,11,9,24,19,36,26,6,29,5,58,40,28,22
483,483,0,5,122220,111100011,0,3,0,10,2,7,8,0,19,18,2,32,10,13,6,11,56,14,57,45
484,121,2,34,11111,1111001,1,1,2,0,4,2,7,6,5,28,10,39,35,27,15,3,60,54,50,48
485,485,0,34,122222,111100101,2,0,2,1,4,9,10,2,21,20,4,34,12,15,8,13,58,16,59,47
486,243,1,34,100000,11110011,0,3,5,1,9,5,15,13,11,26,21,38,28,8,31,7,60,42,30,24
487,487,0,51,200001,111100111,1,2,4,3,6,11,12,4,23,22,6,36,14,17,10,15,60,18,61,49
488,61,3,5,2021,111101,1,1,5,6,9,10,4,15,3,30,24,20,18,14,8,2,0,61,61,61
489,489,0,15,200010,111101001,0,4,6,5,8,13,14,6,25,24,8,38,16,19,12,17,1,20,63,51
490,245,1,5,100002,11110101,2,0,0,3,11,7,17,15,13,28,23,40,30,10,33,9,1,44,32,26
491,491,0,51,200012,111101011,2,1,1,7,10,15,16,8,27,26,10,40,18,21,14,19,3,22,65,53
492,123,2,15,11120,1111011,0,3,4,2,6,4,9,8,7,30,12,0,37,29,17,5,1,56,52,50
493,493,0,15,200021,111101101,1,3,3,9,12,0,18,10,0,28,12,1,20,23,16,21,5,24,67,55
494,247,1,15,100011,11110111,1,2,2,5,0,9,0,17,15,30,25,1,32,12,35,11,3,46,34,28
495,495,0,34,200100,111101111,0,0,5,0,1,2,1,12,2,30,14,3,22,25,18,23,7,26,69,57
496,31,4,39,1011,11111,1,1,3,9,5,14,12,8,2,0,31,31,31,31,31,31,31,31,31,31
497,497,0,5,200102,111110001,2,2,0,2,3,4,3,14,4,1,16,5,24,27,20,25,9,28,0,59
498,249,1,15,100020,11111001,0,4,4,7,2,11,2,19,17,1,27,3,34,14,37,13,5,48,36,30
