# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
π     - the prime counting function π(n), the number of primes less than or equal to n
π~    - an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
R     - the Riemann R function R(n)
Li    - the logarithmic integral Li(n)
θ     - the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
ψ     - the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
Λ     - the von Mangoldt function of n, Λ(n)
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
m*    - the prime residues of n modulo a set of primes
psym  - the symmetric primes at equal offsets around n
rad   - the radical of n, the product of its unique prime factors
mask  - the mask of prime factors (radical) of n, as a string

```csv
   n, fact,              π,      π~,       R,       Li ,       θ,        ψ,      Λ,   τ,     σ,    φ,    λ,    Dψ,   μ,  ω,  Ω,   λ,    M, m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                               rad, mask
 100,  2²⋅5²,           25,  27.738,  25.781,   30.126,   83.728,   94.045,  0.000,   9,   217,   40,   20,   179,   0,  2,  4,   1,   1,  0,  1,  0,  2,   1,   9,  15,   5,   8,  13,   7, 3 27 39 57 63 81 93 97,              10, X X
 101, 101,              26,  27.938,  25.984,   30.343,   88.344,   98.660,  4.615,   2,   102,  100,  100,   102,  -1,  1,  1,  -1,   0,  1,  2,  1,  3,   2,  10,  16,   6,   9,  14,   8, 12 30 48 72 78 90 96 98,            101,                          X
 102,  2⋅3⋅17,          26,  28.138,  26.186,   30.560,   88.344,   98.660,  0.000,   8,   216,   32,   16,   216,  -1,  3,  3,  -1,  -1,  0,  0,  2,  4,   3,  11,   0,   7,  10,  15,   9, 1 5 29 35 49 55 61 65 …,            102, XX    X
 103, 103,              27,  28.338,  26.387,   30.775,   92.978,  103.295,  4.635,   2,   104,  102,  102,   104,  -1,  1,  1,  -1,  -2,  1,  1,  3,  5,   4,  12,   1,   8,  11,  16,  10, 6 24 36 60 90 96,                   103,                           X
 104,  2³⋅13,           27,  28.537,  26.589,   30.991,   92.978,  103.295,  0.000,   8,   210,   48,   12,   168,   0,  2,  4,   1,  -2,  0,  2,  4,  6,   5,   0,   2,   9,  12,  17,  11, 3 33 45 63 75 87 93,                 26, X    X
 105,   3⋅5⋅7,          27,  28.736,  26.790,   31.206,   92.978,  103.295,  0.000,   8,   192,   48,   12,   191,  -1,  3,  3,  -1,  -3,  1,  0,  0,  0,   6,   1,   3,  10,  13,  18,  12, 2 4 8 22 26 32 34 44 …,             105,  XXX
 106,  2⋅53,            27,  28.935,  26.991,   31.421,   92.978,  103.295,  0.000,   4,   162,   52,   52,   162,   1,  2,  2,   1,  -2,  0,  1,  1,  1,   7,   2,   4,  11,  14,  19,  13, 3 33 45 75 87 93,                   106, X              X
 107, 107,              28,  29.133,  27.191,   31.635,   97.651,  107.968,  4.673,   2,   108,  106,  106,   107,  -1,  1,  1,  -1,  -3,  1,  2,  2,  2,   8,   3,   5,  12,  15,  20,  14, 6 24 60 66 84 90 104,               107,                            X
 108,  2²⋅3³,           28,  29.331,  27.391,   31.849,   97.651,  107.968,  0.000,  12,   280,   36,   18,   216,   0,  2,  5,  -1,  -3,  0,  0,  3,  3,   9,   4,   6,  13,  16,  21,  15, 1 5 19 29 41 49 55 65 …,              6, XX
 109, 109,              29,  29.529,  27.591,   32.062,  102.342,  112.659,  4.691,   2,   110,  108,  108,   110,  -1,  1,  1,  -1,  -4,  1,  1,  4,  4,  10,   5,   7,  14,  17,  22,  16, 30 42 48 72 90 102,                 109,                             X
 110,  2⋅5⋅11,          29,  29.726,  27.790,   32.275,  102.342,  112.659,  0.000,   8,   216,   40,   20,   215,  -1,  3,  3,  -1,  -5,  0,  2,  0,  5,   0,   6,   8,  15,  18,  23,  17, 3 21 27 39 57 63 69 81 …,           110, X X X
 111,   3⋅37,           29,  29.923,  27.989,   32.488,  102.342,  112.659,  0.000,   4,   152,   72,   36,   151,   1,  2,  2,   1,  -4,  1,  0,  1,  6,   1,   7,   9,  16,  19,  24,  18, 2 28 38 40 52 68 70 80 …,           111,  X         X
 112,  2⁴⋅7,            29,  30.120,  28.188,   32.700,  102.342,  112.659,  0.000,  10,   248,   48,   12,   192,   0,  2,  5,  -1,  -4,  0,  1,  2,  0,   2,   8,  10,  17,  20,  25,  19, 15 39 45 51 69 81 99,                14, X  X
 113, 113,              30,  30.316,  28.386,   32.912,  107.070,  117.387,  4.727,   2,   114,  112,  112,   114,  -1,  1,  1,  -1,  -5,  1,  2,  3,  1,   3,   9,  11,  18,  21,  26,  20, 24 54 60 66 84 110,                 113,                              X
 114,  2⋅3⋅19,          30,  30.512,  28.584,   33.123,  107.070,  117.387,  0.000,   8,   240,   36,   18,   240,  -1,  3,  3,  -1,  -6,  0,  0,  4,  2,   4,  10,  12,   0,  22,  27,  21, 13 17 25 35 43 53 67 77 …,          114, XX     X
 115,   5⋅23,           30,  30.708,  28.782,   33.334,  107.070,  117.387,  0.000,   4,   144,   88,   44,   144,   1,  2,  2,   1,  -5,  1,  1,  0,  3,   5,  11,  13,   1,   0,  28,  22, 12 36 42 48 78 84 96 108 …,         115,   X     X
 116,    2²⋅29,         30,  30.904,  28.980,   33.544,  107.070,  117.387,  0.000,   6,   210,   56,   28,   180,   0,  2,  3,  -1,  -5,  0,  2,  1,  4,   6,  12,  14,   2,   1,   0,  23, 15 33 57 63 75 111 113,              58, X        X
 117,     3²⋅13,        30,  31.099,  29.177,   33.755,  107.070,  117.387,  0.000,   6,   182,   72,   12,   167,   0,  2,  3,  -1,  -5,  1,  0,  2,  5,   7,   0,  15,   3,   2,   1,  24, 10 14 20 34 46 50 56 64 …,           39,  X   X
 118,      2⋅59,        30,  31.294,  29.374,   33.964,  107.070,  117.387,  0.000,   4,   180,   58,   58,   180,   1,  2,  2,   1,  -4,  0,  1,  3,  6,   8,   1,  16,   4,   3,   2,  25, 9 21 39 45 75 81 105 111 …,         118, X               X
 119,       7⋅17,       30,  31.489,  29.571,   34.174,  107.070,  117.387,  0.000,   4,   144,   96,   48,   144,   1,  2,  2,   1,  -3,  1,  2,  4,  0,   9,   2,   0,   5,   4,   3,  26, 12 18 30 48 60 72 78 108 …,         119,    X  X
 120,        2³⋅3⋅5,    30,  31.683,  29.767,   34.383,  107.070,  117.387,  0.000,  16,   360,   32,    4,   288,   0,  3,  5,  -1,  -3,  0,  0,  0,  1,  10,   3,   1,   6,   5,   4,  27, 7 11 17 19 31 37 47 53 …,            30, XXX
 121,       11²,        30,  31.877,  29.963,   34.592,  107.070,  119.785,  2.398,   3,   133,  110,  110,   132,   0,  1,  2,   1,  -3,  1,  1,  1,  2,   0,   4,   2,   7,   6,   5,  28, 18 42 60 78 90 102 108 118,          11,     X
 122,      2⋅61,        30,  32.071,  30.159,   34.800,  107.070,  119.785,  0.000,   4,   186,   60,   60,   186,   1,  2,  2,   1,  -2,  0,  2,  2,  3,   1,   5,   3,   8,   7,   6,  29, 9 15 51 69 75 105 111 117 …,        122, X                X
 123,     3⋅41,         30,  32.265,  30.354,   35.008,  107.070,  119.785,  0.000,   4,   168,   80,   40,   167,   1,  2,  2,   1,  -1,  1,  0,  3,  4,   2,   6,   4,   9,   8,   7,  30, 14 16 26 34 40 44 50 56 …,          123,  X          X
 124,    2²⋅31,         30,  32.458,  30.550,   35.215,  107.070,  119.785,  0.000,   6,   224,   60,   30,   192,   0,  2,  3,  -1,  -1,  0,  1,  4,  5,   3,   7,   5,  10,   9,   8,   0, 15 27 57 87 105 117,                 62, X         X
 125,   5³,             30,  32.651,  30.745,   35.423,  107.070,  121.394,  1.609,   4,   156,  100,  100,   150,   0,  1,  3,  -1,  -1,  1,  2,  0,  6,   4,   8,   6,  11,  10,   9,   1, 12 24 42 54 66 72 102 108 …,          5,   X
 126,  2⋅3²⋅7,          30,  32.844,  30.939,   35.630,  107.070,  121.394,  0.000,  12,   312,   36,    6,   288,   0,  3,  4,   1,  -1,  0,  0,  1,  0,   5,   9,   7,  12,  11,  10,   2, 13 23 25 37 47 53 55 65 …,           42, XX X
 127, 127,              31,  33.037,  31.134,   35.836,  111.914,  126.238,  4.844,   2,   128,  126,  126,   128,  -1,  1,  1,  -1,  -2,  1,  1,  2,  1,   6,  10,   8,  13,  12,  11,   3, 24 30 54 66 84 96 114 124,          127,                               X
 128,  2⁷,              31,  33.229,  31.179,   36.043,  111.914,  126.931,  0.693,   8,   255,   64,   32,   192,   0,  1,  7,  -1,  -2,  0,  2,  3,  2,   7,  11,   9,  14,  13,  12,   4, 21 39 45 69 99 105 111 123,           2, X
 129,   3⋅43,           31,  33.421,  31.372,   36.248,  111.914,  126.931,  0.000,   4,   176,   84,   42,   176,   1,  2,  2,   1,  -1,  1,  0,  4,  3,   8,  12,  10,  15,  14,  13,   5, 2 20 22 28 50 62 68 70 …,           129,  X           X
 130,  2⋅5⋅13,          31,  33.613,  31.565,   36.454,  111.914,  126.931,  0.000,   8,   252,   48,   12,   251,  -1,  3,  3,  -1,  -2,  0,  1,  0,  4,   9,   0,  11,  16,  15,  14,   6, 21 27 33 51 63 69 93 99 …,          130, X X  X
 131, 131,              32,  33.805,  31.758,   36.659,  116.789,  131.807,  4.875,   2,   132,  130,  130,   132,  -1,  1,  1,  -1,  -3,  1,  2,  1,  5,  10,   1,  12,  17,  16,  15,   7, 18 42 48 60 102 108 120 126,        131,                                X
 132,  2²⋅3⋅11,         32,  33.996,  31.951,   36.864,  116.789,  131.807,  0.000,  12,   336,   40,   10,   288,   0,  3,  4,   1,  -3,  0,  0,  2,  6,   0,   2,  13,  18,  17,  16,   8, 5 19 25 31 35 49 59 61 …,            66, XX  X
 133,   7⋅19,           32,  34.187,  32.143,   37.069,  116.789,  131.807,  0.000,   4,   160,  108,   18,   160,   1,  2,  2,   1,  -2,  1,  1,  3,  0,   1,   3,  14,   0,  18,  17,   9, 6 24 30 60 66 90 96 130,            133,    X   X
 134,    2⋅67,          32,  34.378,  32.336,   37.273,  116.789,  131.807,  0.000,   4,   204,   66,   66,   204,   1,  2,  2,   1,  -1,  0,  2,  4,  1,   2,   4,  15,   1,  19,  18,  10, 3 33 45 63 93 105 117 123 …,        134, X                 X
 135,   3³⋅5,           32,  34.569,  32.528,   37.477,  116.789,  131.807,  0.000,   8,   240,   72,   36,   215,   0,  2,  4,   1,  -1,  1,  0,  0,  2,   3,   5,  16,   2,  20,  19,  11, 4 22 28 32 38 46 56 62 …,            15,  XX
 136,  2³⋅17,           32,  34.759,  32.719,   37.681,  116.789,  131.807,  0.000,   8,   270,   64,   16,   216,   0,  2,  4,   1,  -1,  0,  1,  1,  3,   4,   6,   0,   3,  21,  20,  12, 27 57 63 75 93 105 133,              34, X     X
 137, 137,              33,  34.949,  32.911,   37.884,  121.709,  136.727,  4.920,   2,   138,  136,  136,   138,  -1,  1,  1,  -1,  -2,  1,  2,  2,  4,   5,   7,   1,   4,  22,  21,  13, 30 36 54 90 96 114 120 126 …,       137,                                 X
 138,  2⋅3⋅23,          33,  35.139,  33.102,   38.088,  121.709,  136.727,  0.000,   8,   288,   44,   22,   288,  -1,  3,  3,  -1,  -3,  0,  0,  3,  5,   6,   8,   2,   5,   0,  22,  14, 1 11 25 29 35 41 55 59 …,           138, XX      X
 139, 139,              34,  35.329,  33.293,   38.290,  126.644,  141.661,  4.934,   2,   140,  138,  138,   140,  -1,  1,  1,  -1,  -4,  1,  1,  4,  6,   7,   9,   3,   6,   1,  23,  15, 12 42 60 72 102 132,                139,                                  X
 140,  2²⋅5⋅7,          34,  35.518,  33.484,   38.493,  126.644,  141.661,  0.000,  12,   336,   48,   12,   288,   0,  3,  4,   1,  -4,  0,  2,  0,  0,   8,  10,   4,   7,   2,  24,  16, 9 27 33 39 51 57 87 93 …,            70, X XX
 141,   3⋅47,           34,  35.707,  33.674,   38.695,  126.644,  141.661,  0.000,   4,   192,   92,   46,   191,   1,  2,  2,   1,  -3,  1,  0,  1,  1,   9,  11,   5,   8,   3,  25,  17, 10 32 38 40 52 58 70 82 …,          141,  X            X
 142,    2⋅71,          34,  35.896,  33.865,   38.897,  126.644,  141.661,  0.000,   4,   216,   70,   70,   216,   1,  2,  2,   1,  -2,  0,  1,  2,  2,  10,  12,   6,   9,   4,  26,  18, 15 39 69 81 99 129 135 139,         142, X                  X
 143,     11⋅13,        34,  36.085,  34.055,   39.099,  126.644,  141.661,  0.000,   4,   168,  120,   60,   168,   1,  2,  2,   1,  -1,  1,  2,  3,  3,   0,   0,   7,  10,   5,  27,  19, 6 30 36 54 84 90 96 114 …,          143,     XX
 144,      2⁴⋅3²,       34,  36.274,  34.245,   39.300,  126.644,  141.661,  0.000,  15,   403,   48,   12,   288,   0,  2,  6,   1,  -1,  0,  0,  4,  4,   1,   1,   8,  11,   6,  28,  20, 5 7 13 35 37 47 55 83 …,              6, XX
 145,     5⋅29,         34,  36.462,  34.434,   39.501,  126.644,  141.661,  0.000,   4,   180,  112,   28,   180,   1,  2,  2,   1,   0,  1,  1,  0,  5,   2,   2,   9,  12,   7,   0,  21, 6 18 36 48 66 78 84 126 …,          145,   X      X
 146,    2⋅73,          34,  36.650,  34.624,   39.702,  126.644,  141.661,  0.000,   4,   222,   72,   72,   222,   1,  2,  2,   1,   1,  0,  2,  1,  6,   3,   3,  10,  13,   8,   1,  22, 33 45 87 93 105 117 123 135,        146, X                   X
 147,   3⋅7²,           34,  36.838,  34.813,   39.902,  126.644,  141.661,  0.000,   6,   228,   84,   42,   224,   0,  2,  3,  -1,   1,  1,  0,  2,  0,   4,   4,  11,  14,   9,   2,  23, 10 16 20 34 44 46 50 64 …,           21,  X X
 148,  2²⋅37,           34,  37.026,  35.002,   40.103,  126.644,  141.661,  0.000,   6,   266,   72,   36,   227,   0,  2,  3,  -1,   1,  0,  1,  3,  1,   5,   5,  12,  15,  10,   3,  24, 9 45 51 75 81 129 135 145,           74, X          X
 149, 149,              35,  37.213,  35.191,   40.303,  131.648,  146.665,  5.004,   2,   150,  148,  148,   150,  -1,  1,  1,  -1,   0,  1,  2,  4,  2,   6,   6,  13,  16,  11,   4,  25, 18 42 48 78 90 102 108 120 …,       149,                                   X
 150,  2⋅3⋅5²,          35,  37.401,  35.379,   40.502,  131.648,  146.665,  0.000,  12,   372,   40,   20,   360,   0,  3,  4,   1,   0,  0,  0,  0,  3,   7,   7,  14,  17,  12,   5,  26, 1 13 23 41 43 47 49 61 …,            30, XXX
 151, 151,              36,  37.588,  35.568,   40.702,  136.665,  151.682,  5.017,   2,   152,  150,  150,   152,  -1,  1,  1,  -1,  -1,  1,  1,  1,  4,   8,   8,  15,  18,  13,   6,  27, 12 42 48 72 78 90 120 132,          151,                                    X
 152,  2³⋅19,           36,  37.774,  35.756,   40.901,  136.665,  151.682,  0.000,   8,   300,   72,   18,   240,   0,  2,  4,   1,  -1,  0,  2,  2,  5,   9,   9,  16,   0,  14,   7,  28, 15 21 39 45 81 99 105 111 …,         38, X      X
 153,   3²⋅17,          36,  37.961,  35.944,   41.100,  136.665,  151.682,  0.000,   6,   234,   96,   48,   215,   0,  2,  3,  -1,  -1,  1,  0,  3,  6,  10,  10,   0,   1,  15,   8,  29, 4 14 26 40 44 46 70 74 …,            51,  X    X
 154,    2⋅7⋅11,        36,  38.148,  36.131,   41.299,  136.665,  151.682,  0.000,   8,   288,   60,   30,   287,  -1,  3,  3,  -1,  -2,  0,  1,  4,  0,   0,  11,   1,   2,  16,   9,  30, 3 27 45 57 75 87 117 123,           154, X  XX
 155,   5⋅31,           36,  38.334,  36.319,   41.497,  136.665,  151.682,  0.000,   4,   192,  120,   60,   191,   1,  2,  2,   1,  -1,  1,  2,  0,  1,   1,  12,   2,   3,  17,  10,   0, 18 24 42 72 84 96 102 108 …,        155,   X       X
 156,  2²⋅3⋅13,         36,  38.520,  36.506,   41.695,  136.665,  151.682,  0.000,  12,   392,   48,   12,   336,   0,  3,  4,   1,  -1,  0,  0,  1,  2,   2,   0,   3,   4,  18,  11,   1, 7 17 25 43 55 67 73 77 …,            78, XX   X
 157, 157,              37,  38.706,  36.693,   41.893,  141.721,  156.739,  5.056,   2,   158,  156,  156,   158,  -1,  1,  1,  -1,  -2,  1,  1,  2,  3,   3,   1,   4,   5,  19,  12,   2, 6 54 84 114 120 126 150 154,        157,                                     X
 158,  2⋅79,            37,  38.891,  36.880,   42.091,  141.721,  156.739,  0.000,   4,   240,   78,   78,   240,   1,  2,  2,   1,  -1,  0,  2,  3,  4,   4,   2,   5,   6,  20,  13,   3, 9 21 69 75 99 105 111 135 …,        158, X                    X
 159,   3⋅53,           37,  39.077,  37.067,   42.288,  141.721,  156.739,  0.000,   4,   216,  104,   52,   216,   1,  2,  2,   1,   0,  1,  0,  4,  5,   5,   3,   6,   7,  21,  14,   4, 8 20 22 32 52 70 80 92 …,           159,  X             X
 160,    2⁵⋅5,          37,  39.262,  37.254,   42.485,  141.721,  156.739,  0.000,  12,   378,   64,    8,   288,   0,  2,  6,   1,   0,  0,  1,  0,  6,   6,   4,   7,   8,  22,  15,   5, 3 21 33 51 63 81 117 123 …,          10, X X
 161,   7⋅23,           37,  39.447,  37.440,   42.682,  141.721,  156.739,  0.000,   4,   192,  132,   66,   191,   1,  2,  2,   1,   1,  1,  2,  1,  0,   7,   5,   8,   9,   0,  16,   6, 12 30 72 78 90 102 108 120 …,       161,    X    X
 162,  2⋅3⁴,            37,  39.632,  37.626,   42.879,  141.721,  156.739,  0.000,  10,   363,   54,   54,   324,   0,  2,  5,  -1,   1,  0,  0,  2,  1,   8,   6,   9,  10,   1,  17,   7, 5 11 31 35 49 61 65 79 …,             6, XX
 163, 163,              38,  39.817,  37.812,   43.075,  146.815,  161.832,  5.094,   2,   164,  162,  162,   164,  -1,  1,  1,  -1,   0,  1,  1,  3,  2,   9,   7,  10,  11,   2,  18,   8, 36 60 66 120 144 150,               163,                                      X
 164,  2²⋅41,           38,  40.001,  37.998,   43.271,  146.815,  161.832,  0.000,   6,   294,   80,   40,   252,   0,  2,  3,  -1,   0,  0,  2,  4,  3,  10,   8,  11,  12,   3,  19,   9, 15 27 33 63 75 93 105 117 …,         82, X           X
 165,   3⋅5⋅11,         38,  40.186,  38.184,   43.467,  146.815,  161.832,  0.000,   8,   288,   80,   20,   287,  -1,  3,  3,  -1,  -1,  1,  0,  0,  4,   0,   9,  12,  13,   4,  20,  10, 2 8 14 16 26 28 34 58 …,            165,  XX X
 166,  2⋅83,            38,  40.370,  38.369,   43.663,  146.815,  161.832,  0.000,   4,   252,   82,   82,   251,   1,  2,  2,   1,   0,  0,  1,  1,  5,   1,  10,  13,  14,   5,  21,  11, 15 27 57 63 105 147,                166, X                     X
 167, 167,              39,  40.554,  38.554,   43.859,  151.933,  166.950,  5.118,   2,   168,  166,  166,   168,  -1,  1,  1,  -1,  -1,  1,  2,  2,  6,   2,  11,  14,  15,   6,  22,  12, 30 60 66 84 96 114 126 144 …,       167,                                       X
 168,  2³⋅3⋅7,          39,  40.738,  38.739,   44.054,  151.933,  166.950,  0.000,  16,   480,   48,    6,   384,   0,  3,  5,  -1,  -1,  0,  0,  3,  0,   3,  12,  15,  16,   7,  23,  13, 5 11 29 31 55 59 61 65 …,            42, XX X
 169,   13²,            39,  40.921,  38.924,   44.249,  151.933,  169.515,  2.565,   3,   183,  156,  156,   182,   0,  1,  2,   1,  -1,  1,  1,  4,  1,   4,   0,  16,  17,   8,  24,  14, 12 30 42 60 72 102 108 138 …,        13,      X
 170,    2⋅5⋅17,        39,  41.105,  39.109,   44.444,  151.933,  169.515,  0.000,   8,   324,   64,   16,   324,  -1,  3,  3,  -1,  -2,  0,  2,  0,  2,   5,   1,   0,  18,   9,  25,  15, 3 21 57 63 69 81 87 99 …,           170, X X   X
 171,   3²⋅19,          39,  41.288,  39.293,   44.638,  151.933,  169.515,  0.000,   6,   260,  108,   18,   240,   0,  2,  3,  -1,  -2,  1,  0,  1,  3,   6,   2,   1,   0,  10,  26,  16, 8 20 22 40 58 62 68 70 …,            57,  X     X
 172,  2²⋅43,           39,  41.471,  39.478,   44.833,  151.933,  169.515,  0.000,   6,   308,   84,   42,   264,   0,  2,  3,  -1,  -2,  0,  1,  2,  4,   7,   3,   2,   1,  11,  27,  17, 9 21 69 99 105 111 135 141 …,        86, X            X
 173, 173,              40,  41.654,  39.662,   45.027,  157.086,  174.669,  5.153,   2,   174,  172,  172,   174,  -1,  1,  1,  -1,  -3,  1,  2,  3,  5,   8,   4,   3,   2,  12,  28,  18, 6 24 60 66 84 90 120 144,           173,                                        X
 174,  2⋅3⋅29,          40,  41.836,  39.846,   45.221,  157.086,  174.669,  0.000,   8,   360,   56,   28,   360,  -1,  3,  3,  -1,  -4,  0,  0,  4,  6,   9,   5,   4,   3,  13,   0,  19, 7 17 23 25 37 65 67 77 …,           174, XX       X
 175,   5²⋅7,           40,  42.019,  40.030,   45.415,  157.086,  174.669,  0.000,   6,   248,  120,   60,   239,   0,  2,  3,  -1,  -4,  1,  1,  0,  0,  10,   6,   5,   4,  14,   1,  20, 18 24 36 48 66 96 102 108 …,         35,   XX
 176,    2⁴⋅11,         40,  42.201,  40.213,   45.608,  157.086,  174.669,  0.000,  10,   372,   80,   20,   288,   0,  2,  5,  -1,  -4,  0,  2,  1,  1,   0,   7,   6,   5,  15,   2,  21, 3 63 75 87 93 105 117 135 …,         22, X   X
 177,   3⋅59,           40,  42.384,  40.397,   45.801,  157.086,  174.669,  0.000,   4,   240,  116,   58,   240,   1,  2,  2,   1,  -3,  1,  0,  2,  2,   1,   8,   7,   6,  16,   3,  22, 4 14 20 46 50 64 74 80 …,           177,  X              X
 178,  2⋅89,            40,  42.566,  40.580,   45.994,  157.086,  174.669,  0.000,   4,   270,   88,   88,   270,   1,  2,  2,   1,  -2,  0,  1,  3,  3,   2,   9,   8,   7,  17,   4,  23, 15 21 51 99 105 135 159 171 …,      178, X                      X
 179, 179,              41,  42.747,  40.763,   46.187,  162.274,  179.856,  5.187,   2,   180,  178,  178,   180,  -1,  1,  1,  -1,  -3,  1,  2,  4,  4,   3,  10,   9,   8,  18,   5,  24, 12 48 72 78 90 132 138 168 …,       179,                                         X
 180,  2²⋅3²⋅5,         41,  42.929,  40.946,   46.380,  162.274,  179.856,  0.000,  18,   546,   48,   12,   432,   0,  3,  5,  -1,  -3,  0,  0,  0,  5,   4,  11,  10,   9,  19,   6,  25, 1 13 17 31 43 49 53 71 …,            30, XXX
 181, 181,              42,  43.111,  41.129,   46.572,  167.472,  185.054,  5.198,   2,   182,  180,  180,   182,  -1,  1,  1,  -1,  -4,  1,  1,  1,  6,   5,  12,  11,  10,  20,   7,  26, 18 30 42 102 150 168 178,           181,                                          X
 182,  2⋅7⋅13,          42,  43.292,  41.312,   46.765,  167.472,  185.054,  0.000,   8,   336,   72,   12,   336,  -1,  3,  3,  -1,  -5,  0,  2,  2,  0,   6,   0,  12,  11,  21,   8,  27, 9 15 45 51 69 75 81 99 …,           182, X  X X
 183,   3⋅61,           42,  43.473,  41.494,   46.957,  167.472,  185.054,  0.000,   4,   248,  120,   60,   248,   1,  2,  2,   1,  -4,  1,  0,  3,  1,   7,   1,  13,  12,  22,   9,  28, 10 16 44 46 56 74 80 86 …,          183,  X               X
 184,    2³⋅23,         42,  43.654,  41.676,   47.149,  167.472,  185.054,  0.000,   8,   360,   88,   22,   288,   0,  2,  4,   1,  -4,  0,  1,  4,  2,   8,   2,  14,  13,   0,  10,  29, 27 45 57 87 123 147 153 165,         46, X       X
 185,     5⋅37,         42,  43.835,  41.858,   47.340,  167.472,  185.054,  0.000,   4,   228,  144,   36,   227,   1,  2,  2,   1,  -3,  1,  2,  0,  3,   9,   3,  15,  14,   1,  11,  30, 6 12 48 54 72 78 84 96 …,           185,   X        X
 186,      2⋅3⋅31,      42,  44.016,  42.040,   47.532,  167.472,  185.054,  0.000,   8,   384,   60,   30,   384,  -1,  3,  3,  -1,  -4,  0,  0,  1,  4,  10,   4,  16,  15,   2,  12,   0, 5 7 13 37 47 55 77 83 …,            186, XX        X
 187,     11⋅17,        42,  44.196,  42.222,   47.723,  167.472,  185.054,  0.000,   4,   216,  160,   80,   216,   1,  2,  2,   1,  -3,  1,  1,  2,  5,   0,   5,   0,  16,   3,  13,   1, 6 24 36 84 90 120 126 144 …,        187,     X X
 188,    2²⋅47,         42,  44.377,  42.404,   47.914,  167.472,  185.054,  0.000,   6,   336,   92,   46,   288,   0,  2,  3,  -1,  -3,  0,  2,  3,  6,   1,   6,   1,  17,   4,  14,   2, 9 39 51 75 81 105 129 159 …,         94, X             X
 189,   3³⋅7,           42,  44.557,  42.585,   48.105,  167.472,  185.054,  0.000,   8,   320,  108,   18,   288,   0,  2,  4,   1,  -3,  1,  0,  4,  0,   2,   7,   2,  18,   5,  15,   3, 8 10 22 38 40 50 52 62 …,            21,  X X
 190,  2⋅5⋅19,          42,  44.737,  42.767,   48.296,  167.472,  185.054,  0.000,   8,   360,   72,   36,   359,  -1,  3,  3,  -1,  -4,  0,  1,  0,  1,   3,   8,   3,   0,   6,  16,   4, 9 33 39 51 81 87 93 117 …,          190, X X    X
 191, 191,              43,  44.917,  42.948,   48.486,  172.724,  190.307,  5.252,   2,   192,  190,  190,   192,  -1,  1,  1,  -1,  -5,  1,  2,  1,  2,   4,   9,   4,   1,   7,  17,   5, 42 60 78 90 102 120 162 168 …,      191,                                           X
 192,  2⁶⋅3,            43,  45.097,  43.129,   48.676,  172.724,  190.307,  0.000,  14,   508,   64,   16,   384,   0,  2,  7,  -1,  -5,  0,  0,  2,  3,   5,  10,   5,   2,   8,  18,   6, 1 19 35 41 65 79 85 89 …,             6, XX
 193, 193,              44,  45.277,  43.310,   48.867,  177.987,  195.569,  5.263,   2,   194,  192,  192,   194,  -1,  1,  1,  -1,  -6,  1,  1,  3,  4,   6,  11,   6,   3,   9,  19,   7, 30 36 84 90 114 120 156 174 …,      193,                                            X
 194,  2⋅97,            44,  45.456,  43.491,   49.056,  177.987,  195.569,  0.000,   4,   294,   96,   96,   294,   1,  2,  2,   1,  -5,  0,  2,  4,  5,   7,  12,   7,   4,  10,  20,   8, 3 45 57 63 87 123 153 165 …,        194, X                       X
 195,   3⋅5⋅13,         44,  45.635,  43.671,   49.246,  177.987,  195.569,  0.000,   8,   336,   96,   12,   336,  -1,  3,  3,  -1,  -6,  1,  0,  0,  6,   8,   0,   8,   5,  11,  21,   9, 2 4 16 28 32 38 44 46 …,            195,  XX  X
 196,  2²⋅7²,           44,  45.815,  43.852,   49.436,  177.987,  195.569,  0.000,   9,   399,   84,   42,   336,   0,  2,  4,   1,  -6,  0,  1,  1,  0,   9,   1,   9,   6,  12,  22,  10, 3 15 33 45 87 117 135 153 …,         14, X  X
 197, 197,              45,  45.994,  44.032,   49.625,  183.270,  200.853,  5.283,   2,   198,  196,  196,   197,  -1,  1,  1,  -1,  -7,  1,  2,  2,  1,  10,   2,  10,   7,  13,  23,  11, 30 60 66 84 96 114 150 156 …,       197,                                             X
 198,  2⋅3²⋅11,         45,  46.172,  44.212,   49.814,  183.270,  200.853,  0.000,  12,   468,   60,   30,   431,   0,  3,  4,   1,  -7,  0,  0,  3,  2,   0,   3,  11,   8,  14,  24,  12, 1 25 31 35 41 59 71 85 …,            66, XX  X
