# Condensed brief

## 2-adic odd core landscape

This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

oc,k,dist,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
oc(3067-1),1,1533,0,3,0,4,12,3,13,15,25
oc(3067+1),2,767,2,2,4,8,0,2,7,8,13
oc(3069-1),2,767,2,2,4,8,0,2,7,8,13
oc(3069+1),1,1535,2,0,2,6,1,5,15,17,27
oc(3091-1),1,1545,0,0,5,5,11,15,6,4,8
oc(3091+1),2,773,2,3,3,3,6,8,13,14,19
oc(3115-1),1,1557,0,2,3,6,10,10,18,16,20
oc(3115+1),2,779,2,4,2,9,12,14,0,20,25
oc(3117-1),2,779,2,4,2,9,12,14,0,20,25
oc(3117+1),1,1559,2,4,5,8,12,12,1,18,22
oc(3121-1),4,195,0,0,6,8,0,8,5,11,21
oc(3121+1),1,1561,1,1,0,10,1,14,3,20,24
oc(3123-1),1,1561,1,1,0,10,1,14,3,20,24
oc(3123+1),2,781,1,1,4,0,1,16,2,22,27
oc(3135-1),1,1567,1,2,6,5,7,3,9,3,1
oc(3135+1),6,49,1,4,0,5,10,15,11,3,20
oc(3145-1),3,393,0,3,1,8,3,2,13,2,16
oc(3145+1),1,1573,1,3,5,0,0,9,15,9,7
oc(3149-1),2,787,1,2,3,6,7,5,8,5,4
oc(3149+1),1,1575,0,0,0,2,2,11,17,11,9
oc(3151-1),1,1575,0,0,0,2,2,11,17,11,9
oc(3151+1),4,197,2,2,1,10,2,10,7,13,23
oc(3153-1),4,197,2,2,1,10,2,10,7,13,23
oc(3153+1),1,1577,2,2,2,4,4,13,0,13,11
oc(3183-1),1,1591,1,1,2,7,5,10,14,4,25
oc(3183+1),4,199,1,4,3,1,4,12,9,15,25
oc(3203-1),1,1601,2,1,5,6,2,3,5,14,6
oc(3203+1),2,801,0,1,3,9,8,2,3,19,18
oc(3205-1),2,801,0,1,3,9,8,2,3,19,18
oc(3205+1),1,1603,1,3,0,8,4,5,7,16,8
oc(3225-1),3,403,1,3,4,7,0,12,4,12,26
oc(3225+1),1,1613,2,3,3,7,1,15,17,3,18
oc(3397-1),2,849,0,4,2,2,4,16,13,21,8
oc(3397+1),1,1699,1,4,5,5,9,16,8,20,17
oc(3403-1),1,1701,0,1,0,7,11,1,10,22,19
oc(3403+1),2,851,2,1,4,4,6,1,15,0,10
oc(3405-1),2,851,2,1,4,4,6,1,15,0,10
oc(3405+1),1,1703,2,3,2,9,0,3,12,1,21
oc(3407-1),1,1703,2,3,2,9,0,3,12,1,21
oc(3407+1),4,213,0,3,3,4,5,9,4,6,10
oc(3751-1),1,1875,0,0,6,5,3,5,13,12,19
oc(3751+1),3,469,1,4,0,7,1,10,13,9,5
oc(3755-1),1,1877,2,2,1,7,5,7,15,14,21
oc(3755+1),2,939,0,4,1,4,3,4,8,19,11

# dist 18:
oc(159-1),1,79,1,4,2,2,1,11,3,10,21
oc(159+1),5,5,2,0,5,5,5,5,5,5,5
oc(295-1),1,147,0,2,0,4,4,11,14,9,2
oc(295+1),3,37,1,2,2,4,11,3,18,14,8
oc(319-1),1,159,0,4,5,5,3,6,7,21,14
oc(319+1),6,5,2,0,5,5,5,5,5,5,5
oc(569-1),3,71,2,1,1,5,6,3,14,2,13
oc(569+1),1,285,0,0,5,10,12,13,0,9,24
oc(585-1),3,73,1,3,3,7,8,5,16,4,15
oc(585+1),1,293,2,3,6,7,7,4,8,17,3
oc(591-1),1,295,1,0,1,9,9,6,10,19,5
oc(591+1),4,37,1,2,2,4,11,3,18,14,8
oc(601-1),3,75,0,0,5,9,10,7,18,6,17
oc(601+1),1,301,1,1,0,4,2,12,16,2,11
oc(637-1),2,159,0,4,5,5,3,6,7,21,14
oc(637+1),1,319,1,4,4,0,7,13,15,20,0
oc(1139-1),1,569,2,4,2,8,10,8,18,17,18
oc(1139+1),2,285,0,0,5,10,12,13,0,9,24
oc(1147-1),1,573,0,3,6,1,1,12,3,21,22
oc(1147+1),2,287,2,2,0,1,1,15,2,11,26
oc(1151-1),1,575,2,0,1,3,3,14,5,0,24
oc(1151+1),7,9,0,4,2,9,9,9,9,9,9
oc(1159-1),1,579,0,4,5,7,7,1,9,4,28
oc(1159+1),3,145,1,0,5,2,2,9,12,7,0
oc(1169-1),4,73,1,3,3,7,8,5,16,4,15
oc(1169+1),1,585,0,0,4,2,0,7,15,10,5
oc(1171-1),1,585,0,0,4,2,0,7,15,10,5
oc(1171+1),2,293,2,3,6,7,7,4,8,17,3
oc(1179-1),1,589,1,4,1,6,4,11,0,14,9
oc(1179+1),2,295,1,0,1,9,9,6,10,19,5
oc(1181-1),2,295,1,0,1,9,9,6,10,19,5
oc(1181+1),1,591,0,1,3,8,6,13,2,16,11
oc(1201-1),4,75,0,0,5,9,10,7,18,6,17
oc(1201+1),1,601,1,1,6,7,3,6,12,3,21
oc(1203-1),1,601,1,1,6,7,3,6,12,3,21
oc(1203+1),2,301,1,1,0,4,2,12,16,2,11
oc(1209-1),3,151,1,1,4,8,8,15,18,13,6
oc(1209+1),1,605,2,0,3,0,7,10,16,7,25
oc(1277-1),2,319,1,4,4,0,7,13,15,20,0
oc(1277+1),1,639,0,4,2,1,2,10,12,18,1
oc(2277-1),2,569,2,4,2,8,10,8,18,17,18
oc(2277+1),1,1139,2,4,5,6,8,0,18,12,8
oc(2283-1),1,1141,1,1,0,8,10,2,1,14,10
oc(2283+1),2,571,1,1,4,10,12,10,1,19,20
oc(2295-1),1,1147,1,2,6,3,3,8,7,20,16
oc(2295+1),3,287,2,2,0,1,1,15,2,11,26
oc(2297-1),3,287,2,2,0,1,1,15,2,11,26
oc(2297+1),1,1149,0,4,1,5,5,10,9,22,18
oc(2303-1),1,1151,2,1,3,7,7,12,11,1,20
oc(2303+1),8,9,0,4,2,9,9,9,9,9,9
oc(2319-1),1,1159,1,4,4,4,2,3,0,9,28
oc(2319+1),4,145,1,0,5,2,2,9,12,7,0
oc(2337-1),5,73,1,3,3,7,8,5,16,4,15
oc(2337+1),1,1169,2,4,0,3,12,13,10,19,9
oc(2339-1),1,1169,2,4,0,3,12,13,10,19,9
oc(2339+1),2,585,0,0,4,2,0,7,15,10,5
oc(2341-1),2,585,0,0,4,2,0,7,15,10,5
oc(2341+1),1,1171,1,1,2,5,1,15,12,21,11
oc(2351-1),1,1175,2,0,6,9,5,2,16,2,15
oc(2351+1),4,147,0,2,0,4,4,11,14,9,2
oc(2359-1),1,1179,0,4,3,2,9,6,1,6,19
oc(2359+1),3,295,1,0,1,9,9,6,10,19,5
oc(2361-1),3,295,1,0,1,9,9,6,10,19,5
oc(2361+1),1,1181,2,1,5,4,11,8,3,8,21
oc(2363-1),1,1181,2,1,5,4,11,8,3,8,21
oc(2363+1),2,591,0,1,3,8,6,13,2,16,11
oc(2365-1),2,591,0,1,3,8,6,13,2,16,11
oc(2365+1),1,1183,1,3,0,6,0,10,5,10,23
oc(2403-1),1,1201,1,1,4,2,5,11,4,5,12
oc(2403+1),2,601,1,1,6,7,3,6,12,3,21
oc(2405-1),2,601,1,1,6,7,3,6,12,3,21
oc(2405+1),1,1203,0,3,6,4,7,13,6,7,14
oc(2419-1),1,1209,0,4,5,10,0,2,12,13,20
oc(2419+1),2,605,2,0,3,0,7,10,16,7,25
oc(2549-1),2,637,1,2,0,10,0,8,10,16,28
oc(2549+1),1,1275,0,0,1,10,1,0,2,10,28
oc(2555-1),1,1277,2,2,3,1,3,2,4,12,1
oc(2555+1),2,639,0,4,2,1,2,10,12,18,1
oc(2811-1),1,1405,1,0,5,8,1,11,18,2,13
oc(2811+1),2,703,1,3,3,10,1,6,0,13,7
oc(2823-1),1,1411,1,1,4,3,7,0,5,8,19
oc(2823+1),3,353,2,3,3,1,2,13,11,8,5
oc(4555-1),1,2277,0,2,2,0,2,16,16,0,15
oc(4555+1),2,1139,2,4,5,6,8,0,18,12,8
oc(4557-1),2,1139,2,4,5,6,8,0,18,12,8
oc(4557+1),1,2279,2,4,4,2,4,1,18,2,17
oc(4561-1),4,285,0,0,5,10,12,13,0,9,24
oc(4561+1),1,2281,1,1,6,4,6,3,1,4,19
oc(4567-1),1,2283,0,3,1,6,8,5,3,6,21
oc(4567+1),3,571,1,1,4,10,12,10,1,19,20
oc(4571-1),1,2285,2,0,3,8,10,7,5,8,23
oc(4571+1),2,1143,0,3,2,10,12,4,3,16,12
oc(4589-1),2,1147,1,2,6,3,3,8,7,20,16
oc(4589+1),1,2295,0,0,6,7,7,0,15,18,4
oc(4595-1),1,2297,2,2,1,9,9,2,17,20,6
oc(4595+1),2,1149,0,4,1,5,5,10,9,22,18
oc(4601-1),3,575,2,0,1,3,3,14,5,0,24
oc(4601+1),1,2301,0,1,5,2,0,6,2,1,10
oc(4605-1),2,1151,2,1,3,7,7,12,11,1,20
oc(4605+1),1,2303,2,3,0,4,2,8,4,3,12
oc(4637-1),2,1159,1,4,4,4,2,3,0,9,28
oc(4637+1),1,2319,0,4,2,9,5,7,1,19,28
oc(4641-1),5,145,1,0,5,2,2,9,12,7,0
oc(4641+1),1,2321,2,1,4,0,7,9,3,21,1
oc(4647-1),1,2323,1,3,6,2,9,11,5,0,3
oc(4647+1),3,581,2,1,0,9,9,3,11,6,1
oc(4673-1),6,73,1,3,3,7,8,5,16,4,15
oc(4673+1),1,2337,0,2,6,5,10,8,0,14,17
oc(4675-1),1,2337,0,2,6,5,10,8,0,14,17
oc(4675+1),2,1169,2,4,0,3,12,13,10,19,9
oc(4677-1),2,1169,2,4,0,3,12,13,10,19,9
oc(4677+1),1,2339,2,4,1,7,12,10,2,16,19
oc(4683-1),1,2341,1,1,3,9,1,12,4,18,21
oc(4683+1),2,1171,1,1,2,5,1,15,12,21,11
oc(4685-1),2,1171,1,1,2,5,1,15,12,21,11
oc(4685+1),1,2343,0,3,5,0,3,14,6,20,23
oc(4703-1),1,2351,2,1,6,8,11,5,14,5,2
oc(4703+1),5,147,0,2,0,4,4,11,14,9,2
oc(4705-1),5,147,0,2,0,4,4,11,14,9,2
oc(4705+1),1,2353,1,3,1,10,0,7,16,7,4
oc(4711-1),1,2355,0,0,3,1,2,9,18,9,6
oc(4711+1),3,589,1,4,1,6,4,11,0,14,9
oc(4717-1),2,1179,0,4,3,2,9,6,1,6,19
oc(4717+1),1,2359,1,4,0,5,6,13,3,13,10
oc(4723-1),1,2361,0,1,2,7,8,15,5,15,12
oc(4723+1),2,1181,2,1,5,4,11,8,3,8,21
oc(4725-1),2,1181,2,1,5,4,11,8,3,8,21
oc(4725+1),1,2363,2,3,4,9,10,0,7,17,14
oc(4727-1),1,2363,2,3,4,9,10,0,7,17,14
oc(4727+1),3,591,0,1,3,8,6,13,2,16,11
oc(4729-1),3,591,0,1,3,8,6,13,2,16,11
oc(4729+1),1,2365,1,0,6,0,12,2,9,19,16
oc(4731-1),1,2365,1,0,6,0,12,2,9,19,16
oc(4731+1),2,1183,1,3,0,6,0,10,5,10,23
oc(4737-1),7,37,1,2,2,4,11,3,18,14,8
oc(4737+1),1,2369,2,4,3,4,3,6,13,0,20
oc(4743-1),1,2371,1,1,5,6,5,8,15,2,22
oc(4743+1),3,593,2,3,5,10,8,15,4,18,13
oc(4775-1),1,2387,2,2,0,0,8,7,12,18,9
oc(4775+1),3,597,0,2,2,3,12,2,8,22,17
oc(4805-1),2,1201,1,1,4,2,5,11,4,5,12
oc(4805+1),1,2403,0,3,2,5,11,6,9,11,25
oc(4813-1),2,1203,0,3,6,4,7,13,6,7,14
oc(4813+1),1,2407,1,2,6,9,2,10,13,15,0
oc(4825-1),3,603,0,3,1,9,5,8,14,5,23
oc(4825+1),1,2413,1,3,5,4,8,16,0,21,6
oc(4837-1),2,1209,0,4,5,10,0,2,12,13,20
oc(4837+1),1,2419,1,4,4,10,1,5,6,4,12

# dist 17:
oc(219-1),1,109,1,4,4,10,5,7,14,17,22
oc(219+1),2,55,1,0,6,0,3,4,17,9,26
oc(225-1),5,7,1,2,0,7,7,7,7,7,7
oc(225+1),1,113,2,3,1,3,9,11,18,21,26
oc(239-1),1,119,2,4,0,9,2,0,5,4,3
oc(239+1),4,15,0,0,1,4,2,15,15,15,15
oc(427-1),1,213,0,3,3,4,5,9,4,6,10
oc(427+1),2,107,2,2,2,8,3,5,12,15,20
oc(439-1),1,219,0,4,2,10,11,15,10,12,16
oc(439+1),3,55,1,0,6,0,3,4,17,9,26
oc(443-1),1,221,2,1,4,1,0,0,12,14,18
oc(443+1),2,111,0,1,6,1,7,9,16,19,24
oc(451-1),1,225,0,0,1,5,4,4,16,18,22
oc(451+1),2,113,2,3,1,3,9,11,18,21,26
oc(479-1),1,239,2,4,1,8,5,1,11,9,7
oc(479+1),5,15,0,0,1,4,2,15,15,15,15
oc(855-1),1,427,1,2,0,9,11,2,9,13,21
oc(855+1),3,107,2,2,2,8,3,5,12,15,20
oc(877-1),2,219,0,4,2,10,11,15,10,12,16
oc(877+1),1,439,1,4,5,10,10,14,2,2,4
oc(887-1),1,443,2,3,2,3,1,1,6,6,8
oc(887+1),3,111,0,1,6,1,7,9,16,19,24
oc(901-1),2,225,0,0,1,5,4,4,16,18,22
oc(901+1),1,451,1,1,3,0,9,9,14,14,16
oc(907-1),1,453,0,3,5,2,11,11,16,16,18
oc(907+1),2,227,2,2,3,7,6,6,18,20,24
oc(957-1),2,239,2,4,1,8,5,1,11,9,7
oc(957+1),1,479,2,4,3,6,11,3,4,19,15
oc(1709-1),2,427,1,2,0,9,11,2,9,13,21
oc(1709+1),1,855,0,0,1,8,10,5,0,4,14
oc(1721-1),3,215,2,0,5,6,7,11,6,8,12
oc(1721+1),1,861,0,1,0,3,3,11,6,10,20
oc(1723-1),1,861,0,1,0,3,3,11,6,10,20
oc(1723+1),2,431,2,1,4,2,2,6,13,17,25
oc(1727-1),1,863,2,3,2,5,5,13,8,12,22
oc(1727+1),6,27,0,2,6,5,1,10,8,4,27
oc(1739-1),1,869,2,4,1,0,11,2,14,18,28
oc(1739+1),2,435,0,0,1,6,6,10,17,21,0
oc(1753-1),3,219,0,4,2,10,11,15,10,12,16
oc(1753+1),1,877,1,2,2,8,6,10,3,3,7
oc(1757-1),2,439,1,4,5,10,10,14,2,2,4
oc(1757+1),1,879,0,4,4,10,8,12,5,5,9
oc(1769-1),3,221,2,1,4,1,0,0,12,14,18
oc(1769+1),1,885,0,0,3,5,1,1,11,11,15
oc(1771-1),1,885,0,0,3,5,1,1,11,11,15
oc(1771+1),2,443,2,3,2,3,1,1,6,6,8
oc(1773-1),2,443,2,3,2,3,1,1,6,6,8
oc(1773+1),1,887,2,2,5,7,3,3,13,13,17
oc(1805-1),2,451,1,1,3,0,9,9,14,14,16
oc(1805+1),1,903,0,3,0,1,6,2,10,6,4
oc(1809-1),4,113,2,3,1,3,9,11,18,21,26
oc(1809+1),1,905,2,0,2,3,8,4,12,8,6
oc(1815-1),1,907,1,2,4,5,10,6,14,10,8
oc(1815+1),3,227,2,2,3,7,6,6,18,20,24
oc(1917-1),2,479,2,4,3,6,11,3,4,19,15
oc(1917+1),1,959,2,4,0,2,10,7,9,16,2
oc(1929-1),3,241,1,1,3,10,7,3,13,11,9
oc(1929+1),1,965,2,0,6,8,3,13,15,22,8
oc(3417-1),3,427,1,2,0,9,11,2,9,13,21
oc(3417+1),1,1709,2,4,1,4,6,9,18,7,27
oc(3421-1),2,855,0,0,1,8,10,5,0,4,14
oc(3421+1),1,1711,1,1,3,6,8,11,1,9,0
oc(3425-1),5,107,2,2,2,8,3,5,12,15,20
oc(3425+1),1,1713,0,3,5,8,10,13,3,11,2
oc(3443-1),1,1721,2,1,6,5,5,4,11,19,10
oc(3443+1),2,861,0,1,0,3,3,11,6,10,20
oc(3447-1),1,1723,1,3,1,7,7,6,13,21,12
oc(3447+1),3,431,2,1,4,2,2,6,13,17,25
oc(3451-1),1,1725,0,0,3,9,9,8,15,0,14
oc(3451+1),2,863,2,3,2,5,5,13,8,12,22
oc(3455-1),1,1727,2,2,5,0,11,10,17,2,16
oc(3455+1),7,27,0,2,6,5,1,10,8,4,27
oc(3479-1),1,1739,2,4,3,1,10,5,10,14,28
oc(3479+1),3,435,0,0,1,6,6,10,17,21,0
oc(3481-1),3,435,0,0,1,6,6,10,17,21,0
oc(3481+1),1,1741,1,1,5,3,12,7,12,16,1
oc(3495-1),1,1747,1,2,4,9,5,13,18,22,7
oc(3495+1),3,437,2,2,3,8,8,12,0,0,2
oc(3505-1),4,219,0,4,2,10,11,15,10,12,16
oc(3505+1),1,1753,1,3,3,4,11,2,5,5,13
oc(3507-1),1,1753,1,3,3,4,11,2,5,5,13
oc(3507+1),2,877,1,2,2,8,6,10,3,3,7
oc(3509-1),2,877,1,2,2,8,6,10,3,3,7
oc(3509+1),1,1755,0,0,5,6,0,4,7,7,15
oc(3513-1),3,439,1,4,5,10,10,14,2,2,4
oc(3513+1),1,1757,2,2,0,8,2,6,9,9,17
oc(3527-1),1,1763,2,3,6,3,8,12,15,15,23
oc(3527+1),3,441,0,1,0,1,12,16,4,4,6
oc(3529-1),3,441,0,1,0,1,12,16,4,4,6
oc(3529+1),1,1765,1,0,1,5,10,14,17,17,25
oc(3539-1),1,1769,2,4,5,9,1,1,2,21,0
oc(3539+1),2,885,0,0,3,5,1,1,11,11,15
oc(3543-1),1,1771,1,1,0,0,3,3,4,0,2
oc(3543+1),3,443,2,3,2,3,1,1,6,6,8
oc(3545-1),3,443,2,3,2,3,1,1,6,6,8
oc(3545+1),1,1773,0,3,2,2,5,5,6,2,4
oc(3547-1),1,1773,0,3,2,2,5,5,6,2,4
oc(3547+1),2,887,2,2,5,7,3,3,13,13,17
oc(3549-1),2,887,2,2,5,7,3,3,13,13,17
oc(3549+1),1,1775,2,0,4,4,7,7,8,4,6
oc(3553-1),5,111,0,1,6,1,7,9,16,19,24
oc(3553+1),1,1777,1,2,6,6,9,9,10,6,8
oc(3605-1),2,901,1,1,5,10,4,0,8,4,2
oc(3605+1),1,1803,0,3,4,10,9,1,17,9,5
oc(3619-1),1,1809,0,4,3,5,2,7,4,15,11
oc(3619+1),2,905,2,0,2,3,8,4,12,8,6
oc(3627-1),1,1813,1,3,0,9,6,11,8,19,15
oc(3627+1),2,907,1,2,4,5,10,6,14,10,8
oc(3629-1),2,907,1,2,4,5,10,6,14,10,8
oc(3629+1),1,1815,0,0,2,0,8,13,10,21,17
oc(3829-1),2,957,0,2,5,0,8,5,7,14,0
oc(3829+1),1,1915,1,0,4,1,4,11,15,6,1
oc(3833-1),3,479,2,4,3,6,11,3,4,19,15
oc(3833+1),1,1917,0,2,6,3,6,13,17,8,3
oc(3859-1),1,1929,0,4,4,4,5,8,10,20,15
oc(3859+1),2,965,2,0,6,8,3,13,15,22,8
oc(4217-1),3,527,2,2,2,10,7,0,14,21,5
oc(4217+1),1,2109,0,4,2,8,3,1,0,16,21
oc(4225-1),7,33,0,3,5,0,7,16,14,10,4
oc(4225+1),1,2113,1,3,6,1,7,5,4,20,25
oc(4235-1),1,2117,2,2,3,5,11,9,8,1,0
oc(4235+1),2,1059,0,4,2,3,6,5,14,1,15

# dist 16:
oc(169-1),3,21,0,1,0,10,8,4,2,21,21
oc(169+1),1,85,1,0,1,8,7,0,9,16,27
oc(329-1),3,41,2,1,6,8,2,7,3,18,12
oc(329+1),1,165,0,0,4,0,9,12,13,4,20
oc(339-1),1,169,1,4,1,4,0,16,17,8,24
oc(339+1),2,85,1,0,1,8,7,0,9,16,27
oc(359-1),1,179,2,4,4,3,10,9,8,18,5
oc(359+1),3,45,0,0,3,1,6,11,7,22,16
oc(641-1),7,5,2,0,5,5,5,5,5,5,5
oc(641+1),1,321,0,1,6,2,9,15,17,22,2
oc(657-1),4,41,2,1,6,8,2,7,3,18,12
oc(657+1),1,329,2,4,0,10,4,6,6,7,10
oc(659-1),1,329,2,4,0,10,4,6,6,7,10
oc(659+1),2,165,0,0,4,0,9,12,13,4,20
oc(665-1),3,83,2,3,6,6,5,15,7,14,25
oc(665+1),1,333,0,3,4,3,8,10,10,11,14
oc(677-1),2,169,1,4,1,4,0,16,17,8,24
oc(677+1),1,339,0,4,3,9,1,16,16,17,20
oc(719-1),1,359,2,4,2,7,8,2,17,14,11
oc(719+1),4,45,0,0,3,1,6,11,7,22,16
oc(1281-1),8,5,2,0,5,5,5,5,5,5,5
oc(1281+1),1,641,2,1,4,3,4,12,14,20,3
oc(1283-1),1,641,2,1,4,3,4,12,14,20,3
oc(1283+1),2,321,0,1,6,2,9,15,17,22,2
oc(1291-1),1,645,0,0,1,7,8,16,18,1,7
oc(1291+1),2,323,2,3,1,4,11,0,0,1,4
oc(1305-1),3,163,1,3,2,9,7,10,11,2,18
oc(1305+1),1,653,2,3,2,4,3,7,7,9,15
oc(1315-1),1,657,0,2,6,8,7,11,11,13,19
oc(1315+1),2,329,2,4,0,10,4,6,6,7,10
oc(1317-1),2,329,2,4,0,10,4,6,6,7,10
oc(1317+1),1,659,2,4,1,10,9,13,13,15,21
oc(1323-1),1,661,1,1,3,1,11,15,15,17,23
oc(1323+1),2,331,1,1,2,1,6,8,8,9,12
oc(1327-1),1,663,0,3,5,3,0,0,17,19,25
oc(1327+1),4,83,2,3,6,6,5,15,7,14,25
oc(1329-1),4,83,2,3,6,6,5,15,7,14,25
oc(1329+1),1,665,2,0,0,5,2,2,0,21,27
oc(1331-1),1,665,2,0,0,5,2,2,0,21,27
oc(1331+1),2,333,0,3,4,3,8,10,10,11,14
oc(1357-1),2,339,0,4,3,9,1,16,16,17,20
oc(1357+1),1,679,1,4,0,8,3,16,14,12,12
oc(1361-1),4,85,1,0,1,8,7,0,9,16,27
oc(1361+1),1,681,0,1,2,10,5,1,16,14,14
oc(1437-1),2,359,2,4,2,7,8,2,17,14,11
oc(1437+1),1,719,2,4,5,4,4,5,16,6,23
oc(1447-1),1,723,0,3,2,8,8,9,1,10,27
oc(1447+1),3,181,1,1,6,5,12,11,10,20,7
oc(2563-1),1,1281,0,1,0,5,7,6,8,16,5
oc(2563+1),2,641,2,1,4,3,4,12,14,20,3
oc(2565-1),2,641,2,1,4,3,4,12,14,20,3
oc(2565+1),1,1283,2,3,2,7,9,8,10,18,7
oc(2569-1),3,321,0,1,6,2,9,15,17,22,2
oc(2569+1),1,1285,1,0,4,9,11,10,12,20,9
oc(2571-1),1,1285,1,0,4,9,11,10,12,20,9
oc(2571+1),2,643,1,3,6,5,6,14,16,22,5
oc(2583-1),1,1291,1,1,3,4,4,16,18,3,15
oc(2583+1),3,323,2,3,1,4,11,0,0,1,4
oc(2585-1),3,323,2,3,1,4,11,0,0,1,4
oc(2585+1),1,1293,0,3,5,6,6,1,1,5,17
oc(2591-1),1,1295,2,0,0,8,8,3,3,7,19
oc(2591+1),5,81,0,1,4,4,3,13,5,12,23
oc(2609-1),4,163,1,3,2,9,7,10,11,2,18
oc(2609+1),1,1305,0,0,3,7,5,13,13,17,0
oc(2611-1),1,1305,0,0,3,7,5,13,13,17,0
oc(2611+1),2,653,2,3,2,4,3,7,7,9,15
oc(2629-1),2,657,0,2,6,8,7,11,11,13,19
oc(2629+1),1,1315,1,0,6,6,2,6,4,4,10
oc(2635-1),1,1317,0,2,1,8,4,8,6,6,12
oc(2635+1),2,659,2,4,1,10,9,13,13,15,21
oc(2637-1),2,659,2,4,1,10,9,13,13,15,21
oc(2637+1),1,1319,2,4,3,10,6,10,8,8,14
oc(2647-1),1,1323,0,3,0,3,10,14,12,12,18
oc(2647+1),3,331,1,1,2,1,6,8,8,9,12
oc(2655-1),1,1327,1,2,4,7,1,1,16,16,22
oc(2655+1),5,83,2,3,6,6,5,15,7,14,25
oc(2657-1),5,83,2,3,6,6,5,15,7,14,25
oc(2657+1),1,1329,0,4,6,9,3,3,18,18,24
oc(2659-1),1,1329,0,4,6,9,3,3,18,18,24
oc(2659+1),2,665,2,0,0,5,2,2,0,21,27
oc(2661-1),2,665,2,0,0,5,2,2,0,21,27
oc(2661+1),1,1331,2,1,1,0,5,5,1,20,26
oc(2665-1),3,333,0,3,4,3,8,10,10,11,14
oc(2665+1),1,1333,1,3,3,2,7,7,3,22,28
oc(2709-1),2,677,2,2,5,6,1,14,12,10,10
oc(2709+1),1,1355,2,0,4,2,3,12,6,21,21
oc(2723-1),1,1361,2,1,3,8,9,1,12,4,27
oc(2723+1),2,681,0,1,2,10,5,1,16,14,14
oc(2875-1),1,1437,0,2,2,7,7,9,12,11,16
oc(2875+1),2,719,2,4,5,4,4,5,16,6,23
oc(2877-1),2,719,2,4,5,4,4,5,16,6,23
oc(2877+1),1,1439,2,4,4,9,9,11,14,13,18
oc(2895-1),1,1447,1,2,5,6,4,2,3,21,26
oc(2895+1),4,181,1,1,6,5,12,11,10,20,7
oc(2937-1),3,367,1,2,3,4,3,10,6,22,19
oc(2937+1),1,1469,2,4,6,6,0,7,6,20,19
oc(3163-1),1,1581,0,1,6,8,8,0,4,17,15
oc(3163+1),2,791,2,1,0,10,11,9,12,9,8
oc(3169-1),5,99,0,4,1,0,8,14,4,7,12
oc(3169+1),1,1585,1,0,3,1,12,4,8,21,19
oc(3177-1),3,397,1,2,5,1,7,6,17,6,20
oc(3177+1),1,1589,2,4,0,5,3,8,12,2,23

# dist 15:
oc(123-1),1,61,1,1,5,6,9,10,4,15,3
oc(123+1),2,31,1,1,3,9,5,14,12,8,2
oc(127-1),1,63,0,3,0,8,11,12,6,17,5
oc(127+1),7,1,1,1,1,1,1,1,1,1,1
oc(247-1),1,123,0,3,4,2,6,4,9,8,7
oc(247+1),3,31,1,1,3,9,5,14,12,8,2
oc(249-1),3,31,1,1,3,9,5,14,12,8,2
oc(249+1),1,125,2,0,6,4,8,6,11,10,9
oc(255-1),1,127,1,2,1,6,10,8,13,12,11
oc(255+1),8,1,1,1,1,1,1,1,1,1,1
oc(481-1),5,15,0,0,1,4,2,15,15,15,15
oc(481+1),1,241,1,1,3,10,7,3,13,11,9
oc(489-1),3,61,1,1,5,6,9,10,4,15,3
oc(489+1),1,245,2,0,0,3,11,7,17,15,13
oc(493-1),2,123,0,3,4,2,6,4,9,8,7
oc(493+1),1,247,1,2,2,5,0,9,0,17,15
oc(499-1),1,249,0,4,4,7,2,11,2,19,17
oc(499+1),2,125,2,0,6,4,8,6,11,10,9
oc(509-1),2,127,1,2,1,6,10,8,13,12,11
oc(509+1),1,255,0,0,3,2,8,0,8,2,23
oc(539-1),1,269,2,4,3,5,9,14,3,16,8
oc(539+1),2,135,0,0,2,3,5,16,2,20,19
oc(961-1),6,15,0,0,1,4,2,15,15,15,15
oc(961+1),1,481,1,1,5,8,0,5,6,21,17
oc(963-1),1,481,1,1,5,8,0,5,6,21,17
oc(963+1),2,241,1,1,3,10,7,3,13,11,9
oc(969-1),3,121,1,1,2,0,4,2,7,6,5
oc(969+1),1,485,2,0,2,1,4,9,10,2,21
oc(979-1),1,489,0,4,6,5,8,13,14,6,25
oc(979+1),2,245,2,0,0,3,11,7,17,15,13
oc(989-1),2,247,1,2,2,5,0,9,0,17,15
oc(989+1),1,495,0,0,5,0,1,2,1,12,2
oc(997-1),2,249,0,4,4,7,2,11,2,19,17
oc(997+1),1,499,1,4,2,4,5,6,5,16,6
oc(999-1),1,499,1,4,2,4,5,6,5,16,6
oc(999+1),3,125,2,0,6,4,8,6,11,10,9
oc(1021-1),2,255,0,0,3,2,8,0,8,2,23
oc(1021+1),1,511,1,1,0,5,4,1,17,5,18
oc(1079-1),1,539,2,4,0,0,6,12,7,10,17
